次序,小韻,反切,聲母,韻目,調,等,呼,韻母,IPA
2352,笯,乃故,泥,暮,去,一,開,模,nuh
2353,布,博故,幫,暮,去,一,開,模,puh
2354,汙,烏路,影,暮,去,一,開,模,ʔuh
2355,怖,普故,滂,暮,去,一,開,模,pʰuh
2356,厝,倉故,清,暮,去,一,開,模,tsʰuh
2357,絝,苦故,溪,暮,去,一,開,模,kʰuh
2358,捕,薄故,並,暮,去,一,開,模,buh
2359,謼,荒故,曉,暮,去,一,開,模,huh
2360,作,臧祚,精,暮,去,一,開,模,tsuh
2361,霽,子計,精,霽,去,四,開,齊開,tseih
2362,帝,都計,端,霽,去,四,開,齊開,teih
2363,嚌,在詣,從,霽,去,四,開,齊開,dzeih
2364,替,他計,透,霽,去,四,開,齊開,tʰeih
2365,第,特計,定,霽,去,四,開,齊開,deih
2366,砌,七計,清,霽,去,四,開,齊開,tsʰeih
2367,細,蘇計,心,霽,去,四,開,齊開,seih
2368,詣,五計,疑,霽,去,四,開,齊開,ŋeih
2369,計,古詣,見,霽,去,四,開,齊開,keih
2370,蒵,胡計,匣,霽,去,四,開,齊開,ɦeih
2371,契,苦計,溪,霽,去,四,開,齊開,kʰeih
2372,翳,於計,影,霽,去,四,開,齊開,ʔeih
2373,謎,莫計,明,霽,去,四,開,齊開,meih
2374,閉,博計,幫,霽,去,四,開,齊開,peih
2375,慧,胡桂,匣,霽,去,四,合,齊合,ɦueih
2376,桂,古惠,見,霽,去,四,合,齊合,kueih
2377,嘒,呼惠,曉,霽,去,四,合,齊合,hueih
2378,媲,匹詣,滂,霽,去,四,開,齊開,pʰeih
2379,薜,蒲計,並,霽,去,四,開,齊開,beih
2380,麗,郎計,來,霽,去,四,開,齊開,leih
2381,𥱻,丑戾,徹,霽,去,四,開,齊開,ʈʰeih
2382,泥,奴計,泥,霽,去,四,開,齊開,neih
2383,㰥,呼計,曉,霽,去,四,開,齊開,heih
2384,祭,子例,精,祭,去,三,開,祭開,tsieih
2385,歲,相銳,心,祭,去,三,合,祭合,syeih
2386,衞,于歲,云,祭,去,三,合,祭合,ɦyeih
2387,芮,而銳,日,祭,去,三,合,祭合,ȵyeih
2388,贅,之芮,章,祭,去,三,合,祭合,tɕyeih
2389,𠻜,山芮,生,祭,去,三,合,祭合,ʃyeih
2390,毳,此芮,清,祭,去,三,合,祭合,tsʰyeih
2391,銳,以芮,以,祭,去,三,合,祭合,jyeih
2392,綴,陟衞,知,祭,去,三,合,祭合,ʈyeih
2393,稅,舒芮,書,祭,去,三,合,祭合,ɕyeih
2394,𡚁,毗祭,並,祭A,去,三,開,祭A開,bieih
2395,㯔,楚稅,初,祭,去,三,合,祭合,tʃʰyeih
2396,篲,祥歲,邪,祭,去,三,合,祭合,zyeih
2397,蔽,必袂,幫,祭A,去,三,開,祭A開,pieih
2398,劌,居衞,見,祭B,去,三,合,祭B合,kyeih
2399,袂,彌𡚁,明,祭A,去,三,開,祭A開,mieih
2400,㡜,所例,生,祭,去,三,開,祭開,ʃieih
2401,掣,尺制,昌,祭,去,三,開,祭開,tɕʰieih
2402,制,征例,章,祭,去,三,開,祭開,tɕieih
2403,逝,時制,常,祭,去,三,開,祭開,dʑieih
2404,曵,餘制,以,祭,去,三,開,祭開,jieih
2405,䋵,於罽,影,祭B,去,三,開,祭B開,ʔieih
2406,藝,魚祭,疑,祭A,去,三,開,祭A開,ŋieih
2407,滯,直例,澄,祭,去,三,開,祭開,ɖieih
2408,例,力制,來,祭,去,三,開,祭開,lieih
2409,憩,去例,溪,祭B,去,三,開,祭B開,kʰieih
2410,丗,舒制,書,祭,去,三,開,祭開,ɕieih
2411,猘,居例,見,祭B,去,三,開,祭B開,kieih
2412,㿃,竹例,知,祭,去,三,開,祭開,ʈieih
2413,偈,其憩,羣,祭B,去,三,開,祭B開,ɡieih
2414,啜,甞芮,常,祭,去,三,合,祭合,dʑyeih
2415,跇,丑例,徹,祭,去,三,開,祭開,ʈʰieih
2416,𨮱,除芮,澄,祭,去,三,合,祭合,ɖyeih
2417,㓷,牛例,疑,祭B,去,三,開,祭B開,ŋieih
2418,蕝,子芮,精,祭,去,三,合,祭合,tsyeih
2419,潎,匹蔽,滂,祭A,去,三,開,祭A開,pʰieih
2420,𥏙,丘吠,溪,廢,去,三,合,廢合,kʰyɑih
2421,䂕,呼吠,曉,廢,去,三,合,廢合,hyɑih
2422,泰,他蓋,透,泰,去,一,開,泰開,tʰoih
2423,蓋,古太,見,泰,去,一,開,泰開,koih
2424,艾,五蓋,疑,泰,去,一,開,泰開,ŋoih
2425,藹,於蓋,影,泰,去,一,開,泰開,ʔoih
2426,柰,奴帶,泥,泰,去,一,開,泰開,noih
2427,大,徒蓋,定,泰,去,一,開,泰開,doih
2428,害,胡蓋,匣,泰,去,一,開,泰開,ɦoih
2429,帶,當蓋,端,泰,去,一,開,泰開,toih
2430,貝,博蓋,幫,泰,去,一,開,泰開,poih
2431,霈,普蓋,滂,泰,去,一,開,泰開,pʰoih
2432,會,黃外,匣,泰,去,一,合,泰合,ɦuoih
2433,兊,杜外,定,泰,去,一,合,泰合,duoih
2434,儈,古外,見,泰,去,一,合,泰合,kuoih
2435,最,祖外,精,泰,去,一,合,泰合,tsuoih
2436,𧬨,呼會,曉,泰,去,一,合,泰合,huoih
2437,𥢶,苦會,溪,泰,去,一,合,泰合,kʰuoih
2438,酹,郎外,來,泰,去,一,合,泰合,luoih
2439,外,五會,疑,泰,去,一,合,泰合,ŋuoih
2440,祋,丁外,端,泰,去,一,合,泰合,tuoih
2441,懀,烏外,影,泰,去,一,合,泰合,ʔuoih
2442,蕞,才外,從,泰,去,一,合,泰合,dzuoih
2443,𥕸,先外,心,泰,去,一,合,泰合,suoih
2444,襊,麤最,清,泰,去,一,合,泰合,tsʰuoih
2445,旆,蒲蓋,並,泰,去,一,開,泰開,boih
2446,磕,苦蓋,溪,泰,去,一,開,泰開,kʰoih
2447,蔡,倉大,清,泰,去,一,開,泰開,tsʰoih
2448,賴,落蓋,來,泰,去,一,開,泰開,loih
2449,餀,呼艾,曉,泰,去,一,開,泰開,hoih
2450,娧,他外,透,泰,去,一,合,泰合,tʰuoih
2451,眛,莫貝,明,泰,去,一,開,泰開,moih
2452,𦦣,七外,清,泰,去,一,合,泰合,tsʰuoih
2453,卦,古賣,見,卦,去,二,合,佳合,kueh
2454,懈,古隘,見,卦,去,二,開,佳開,keh
2455,隘,烏懈,影,卦,去,二,開,佳開,ʔeh
2456,邂,胡懈,匣,卦,去,二,開,佳開,ɦeh
2457,賣,莫懈,明,卦,去,二,開,佳開,meh
2458,畫,胡卦,匣,卦,去,二,合,佳合,ɦueh
2459,差,楚懈,初,卦,去,二,開,佳開,tʃʰeh
2460,睚,五懈,疑,卦,去,二,開,佳開,ŋeh
2461,謑,火懈,曉,卦,去,二,開,佳開,heh
2462,庍,方卦,幫,卦,去,二,開,佳開,peh
2463,粺,傍卦,並,卦,去,二,開,佳開,beh
2464,㾹,士懈,崇,卦,去,二,開,佳開,dʒeh
2465,派,匹卦,滂,卦,去,二,開,佳開,pʰeh
2466,債,側賣,莊,卦,去,二,開,佳開,tʃeh
2467,𡢖,苦賣,溪,卦,去,二,開,佳開,kʰeh
2468,曬,所賣,生,卦,去,二,開,佳開,ʃeh
2469,諣,呼卦,曉,卦,去,二,合,佳合,hueh
2470,㠔,方賣,幫,卦,去,二,開,佳開,peh
2471,膪,竹賣,知,卦,去,二,合,佳合,ʈueh
2472,怪,古壞,見,怪,去,二,合,皆合,kuaih
2473,噫,烏界,影,怪,去,二,開,皆開,ʔaih
2474,瘵,側界,莊,怪,去,二,開,皆開,tʃaih
2475,誡,古拜,見,怪,去,二,開,皆開,kaih
2476,褹,女介,孃,怪,去,二,開,皆開,ɳaih
2477,譮,許介,曉,怪,去,二,開,皆開,haih
2478,械,胡介,匣,怪,去,二,開,皆開,ɦaih
2479,𦗐,五介,疑,怪,去,二,開,皆開,ŋaih
2480,蒯,苦怪,溪,怪,去,二,合,皆合,kʰuaih
2481,𢷎,博怪,幫,怪,去,二,開,皆開,paih
2482,湃,普拜,滂,怪,去,二,開,皆開,pʰaih
2483,壞,胡怪,匣,怪,去,二,合,皆合,ɦuaih
2484,聵,五怪,疑,怪,去,二,合,皆合,ŋuaih
2485,𢟡,蒲拜,並,怪,去,二,開,皆開,baih
2486,䀛,莫拜,明,怪,去,二,開,皆開,maih
2487,𧱳,火怪,曉,怪,去,二,合,皆合,huaih
2488,鎩,所拜,生,怪,去,二,開,皆開,ʃaih
2489,烗,苦戒,溪,怪,去,二,開,皆開,kʰaih
2490,顡,他怪,徹,怪,去,二,合,皆合,ʈʰuaih
2491,夬,古賣,見,夬,去,二,合,夬合,kuɑih
2492,快,苦夬,溪,夬,去,二,合,夬合,kʰuɑih
2493,邁,莫話,明,夬,去,二,開,夬開,mɑih
2494,話,下快,匣,夬,去,二,合,夬合,ɦuɑih
2495,敗,薄邁,並,夬,去,二,開,夬開,bɑih
2496,䵳,烏快,影,夬,去,二,合,夬合,ʔuɑih
2497,嘬,楚夬,初,夬,去,二,合,夬合,tʃʰuɑih
2498,犗,古喝,見,夬,去,二,開,夬開,kɑih
2499,蠆,丑犗,徹,夬,去,二,開,夬開,ʈʰɑih
2500,喝,於犗,影,夬,去,二,開,夬開,ʔɑih
2501,𠱡,所犗,生,夬,去,二,開,夬開,ʃɑih
2502,𦤧,除邁,澄,夬,去,二,開,夬開,ɖɑih
2503,䜕,火犗,曉,夬,去,二,開,夬開,hɑih
2504,咶,火夬,曉,夬,去,二,合,夬合,huɑih
2505,敗,補邁,幫,夬,去,二,開,夬開,pɑih
2506,啐,倉夬,清,夬,去,二,合,夬合,tsʰuɑih
2507,寨,犲夬,崇,夬,去,二,開,夬開,dʒɑih
2508,㕢,何犗,匣,夬,去,二,開,夬開,ɦɑih
2509,隊,徒對,定,隊,去,一,合,灰,duəih
2510,佩,蒲昧,並,隊,去,一,合,灰,buəih
2511,妹,莫佩,明,隊,去,一,合,灰,muəih
2512,配,滂佩,滂,隊,去,一,合,灰,pʰuəih
2513,誨,荒内,曉,隊,去,一,合,灰,huəih
2514,對,都隊,端,隊,去,一,合,灰,tuəih
2515,倅,七内,清,隊,去,一,合,灰,tsʰuəih
2516,晬,子對,精,隊,去,一,合,灰,tsuəih
2517,𩲄,烏繢,影,隊,去,一,合,灰,ʔuəih
2518,退,他内,透,隊,去,一,合,灰,tʰuəih
2519,憒,古對,見,隊,去,一,合,灰,kuəih
2520,潰,胡對,匣,隊,去,一,合,灰,ɦuəih
2521,塊,苦對,溪,隊,去,一,合,灰,kʰuəih
2522,碎,蘇内,心,隊,去,一,合,灰,suəih
2523,内,奴對,泥,隊,去,一,合,灰,nuəih
2524,纇,盧對,來,隊,去,一,合,灰,luəih
2525,背,補妹,幫,隊,去,一,合,灰,puəih
2526,磑,五對,疑,隊,去,一,合,灰,ŋuəih
2527,蚚,胡輩,匣,隊,去,一,合,灰,ɦuəih
2528,代,徒耐,定,代,去,一,開,咍,dəih
2529,載,作代,精,代,去,一,開,咍,tsəih
2530,䆀,莫代,明,代,去,一,開,咍,məih
2531,賽,先代,心,代,去,一,開,咍,səih
2532,貸,他代,透,代,去,一,開,咍,tʰəih
2533,漑,古代,見,代,去,一,開,咍,kəih
2534,慨,苦蓋,溪,代,去,一,開,咍,kʰəih
2535,礙,五漑,疑,代,去,一,開,咍,ŋəih
2536,愛,烏代,影,代,去,一,開,咍,ʔəih
2537,瀣,胡槩,匣,代,去,一,開,咍,ɦəih
2538,耐,奴代,泥,代,去,一,開,咍,nəih
2539,戴,都代,端,代,去,一,開,咍,təih
2540,賚,洛代,來,代,去,一,開,咍,ləih
2541,菜,倉代,清,代,去,一,開,咍,tsʰəih
2542,載,昨代,從,代,去,一,開,咍,dzəih
2543,儗,海愛,曉,代,去,一,開,咍,həih
2544,廢,方肺,幫,廢,去,三,合,廢合,pyɑih
2545,肺,方廢,滂,廢,去,三,合,廢合,pʰyɑih
2546,穢,於廢,影,廢,去,三,合,廢合,ʔyɑih
2547,吠,符廢,並,廢,去,三,合,廢合,byɑih
2548,喙,許穢,曉,廢,去,三,合,廢合,hyɑih
2549,𤜂,渠穢,羣,廢,去,三,合,廢合,ɡyɑih
2550,刈,魚肺,疑,廢,去,三,開,廢開,ŋiɑih
2551,震,章刃,章,震,去,三,開,眞開,tɕinh
2552,信,息晉,心,震,去,三,開,眞開,sinh
2553,刃,而振,日,震,去,三,開,眞開,ȵinh
2554,𦙍,羊晉,以,震,去,三,開,眞開,jinh
2555,遴,良刃,來,震,去,三,開,眞開,linh
2556,儐,必刃,幫,震A,去,三,開,眞A,pinh
2557,敶,直刃,澄,震,去,三,開,眞開,ɖinh
2558,愼,時刃,常,震,去,三,開,眞開,dʑinh
2559,眒,試刃,書,震,去,三,開,眞開,ɕinh
2560,菣,去刃,溪,震B,去,三,開,眞B開,kʰinh
2561,賮,徐刃,邪,震,去,三,開,眞開,zinh
2562,憗,魚覲,疑,震B,去,三,開,眞B開,ŋinh
2563,晉,即刃,精,震,去,三,開,眞開,tsinh
2564,衅,許覲,曉,震B,去,三,開,眞B開,hinh
2565,鎭,陟刃,知,震,去,三,開,眞開,ʈinh
2566,僅,渠遴,羣,震B,去,三,開,眞B開,ɡinh
2567,櫬,初覲,初,櫬,去,三,開,臻,tʃʰiɨnh
2568,印,於刃,影,震A,去,三,開,眞A,ʔinh
2569,疢,丑刃,徹,震,去,三,開,眞開,ʈʰinh
2570,𣎵,匹刃,滂,震A,去,三,開,眞A,pʰinh
2571,親,七遴,清,震,去,三,開,眞開,tsʰinh
2572,螼,羌印,溪,震A,去,三,開,眞A,kʰinh
2573,呁,九峻,見,稕A,去,三,合,諄A,kyɨnh
2574,稕,之閏,章,稕,去,三,合,諄,tɕyɨnh
2575,𡺲,私閏,心,稕,去,三,合,諄,syɨnh
2576,殉,辭閏,邪,稕,去,三,合,諄,zyɨnh
2577,儁,子峻,精,稕,去,三,合,諄,tsyɨnh
2578,舜,舒閏,書,稕,去,三,合,諄,ɕyɨnh
2579,閠,如順,日,稕,去,三,合,諄,ȵyɨnh
2580,順,食閏,船,稕,去,三,合,諄,ʑyɨnh
2581,問,亡運,明,問,去,三,合,文,myənh
2582,運,王問,云,問,去,三,合,文,ɦyənh
2583,訓,許運,曉,問,去,三,合,文,hyənh
2584,湓,匹問,滂,問,去,三,合,文,pʰyənh
2585,糞,方問,幫,問,去,三,合,文,pyənh
2586,醖,於問,影,問,去,三,合,文,ʔyənh
2587,攈,居運,見,問,去,三,合,文,kyənh
2588,郡,渠運,羣,問,去,三,合,文,ɡyənh
2589,分,扶問,並,問,去,三,合,文,byənh
2590,焮,香靳,曉,焮,去,三,開,欣,hiənh
2591,靳,居焮,見,焮,去,三,開,欣,kiənh
2592,近,巨靳,羣,焮,去,三,開,欣,ɡiənh
2593,㒚,於靳,影,焮,去,三,開,欣,ʔiənh
2594,垽,吾靳,疑,焮,去,三,開,欣,ŋiənh
2595,願,魚怨,疑,願,去,三,合,元合,ŋyɑnh
2596,怨,於願,影,願,去,三,合,元合,ʔyɑnh
2597,販,方願,幫,願,去,三,合,元合,pyɑnh
2598,劵,去願,溪,願,去,三,合,元合,kʰyɑnh
2599,万,無販,明,願,去,三,合,元合,myɑnh
2600,飯,符万,並,願,去,三,合,元合,byɑnh
2601,嬔,芳万,滂,願,去,三,合,元合,pʰyɑnh
2602,建,居万,見,願,去,三,開,元開,kiɑnh
2603,堰,於建,影,願,去,三,開,元開,ʔiɑnh
2604,獻,許建,曉,願,去,三,開,元開,hiɑnh
2605,楥,虚願,曉,願,去,三,合,元合,hyɑnh
2606,健,渠建,羣,願,去,三,開,元開,ɡiɑnh
2607,𣀔,芳万,滂,願,去,三,合,元合,pʰyɑnh
2608,遠,于願,云,願,去,三,合,元合,ɦyɑnh
2609,𤬝,語堰,疑,願,去,三,開,元開,ŋiɑnh
2610,圈,臼万,羣,願,去,三,合,元合,ɡyɑnh
2611,㪻,居願,見,願,去,三,合,元合,kyɑnh
2612,慁,胡困,匣,慁,去,一,合,魂,ɦuənh
2613,頓,都困,端,慁,去,一,合,魂,tuənh
2614,巽,蘇困,心,慁,去,一,合,魂,suənh
2615,困,苦悶,溪,慁,去,一,合,魂,kʰuənh
2616,嫩,奴困,泥,慁,去,一,合,魂,nuənh
2617,揾,烏困,影,慁,去,一,合,魂,ʔuənh
2618,悶,莫困,明,慁,去,一,合,魂,muənh
2619,鐏,徂悶,從,慁,去,一,合,魂,dzuənh
2620,睔,古困,見,慁,去,一,合,魂,kuənh
2621,噴,普悶,滂,慁,去,一,合,魂,pʰuənh
2622,鈍,徒困,定,慁,去,一,合,魂,duənh
2623,寸,倉困,清,慁,去,一,合,魂,tsʰuənh
2624,坌,蒲悶,並,慁,去,一,合,魂,buənh
2625,顐,五困,疑,慁,去,一,合,魂,ŋuənh
2626,論,盧困,來,慁,去,一,合,魂,luənh
2627,奔,甫悶,幫,慁,去,一,合,魂,puənh
2628,惛,呼悶,曉,慁,去,一,合,魂,huənh
2629,焌,子寸,精,慁,去,一,合,魂,tsuənh
2630,恨,胡艮,匣,恨,去,一,開,痕,ɦənh
2631,艮,古恨,見,恨,去,一,開,痕,kənh
2632,䭓,五恨,疑,恨,去,一,開,痕,ŋənh
2633,䭡,烏恨,影,恨,去,一,開,痕,ʔənh
2634,翰,侯旰,匣,翰,去,一,開,寒,ɦɑnh
2635,炭,他旦,透,翰,去,一,開,寒,tʰɑnh
2636,按,烏旰,影,翰,去,一,開,寒,ʔɑnh
2637,旦,得按,端,翰,去,一,開,寒,tɑnh
2638,憚,徒案,定,翰,去,一,開,寒,dɑnh
2639,旰,古案,見,翰,去,一,開,寒,kɑnh
2640,岸,五旰,疑,翰,去,一,開,寒,ŋɑnh
2641,侃,苦旰,溪,翰,去,一,開,寒,kʰɑnh
2642,漢,呼旰,曉,翰,去,一,開,寒,hɑnh
2643,爛,郎旰,來,翰,去,一,開,寒,lɑnh
2644,攤,奴案,泥,翰,去,一,開,寒,nɑnh
2645,粲,蒼案,清,翰,去,一,開,寒,tsʰɑnh
2646,𦇕,蘇旰,心,翰,去,一,開,寒,sɑnh
2647,賛,則旰,精,翰,去,一,開,寒,tsɑnh
2648,㜺,徂賛,從,翰,去,一,開,寒,dzɑnh
2649,換,胡玩,匣,換,去,一,合,桓,ɦuɑnh
2650,䂎,子筭,精,換,去,一,合,桓,tsuɑnh
2651,惋,烏貫,影,換,去,一,合,桓,ʔuɑnh
2652,貫,古玩,見,換,去,一,合,桓,kuɑnh
2653,竄,七亂,清,換,去,一,合,桓,tsʰuɑnh
2654,玩,五換,疑,換,去,一,合,桓,ŋuɑnh
2655,段,徒玩,定,換,去,一,合,桓,duɑnh
2656,亂,郎段,來,換,去,一,合,桓,luɑnh
2657,鍛,丁貫,端,換,去,一,合,桓,tuɑnh
2658,彖,通貫,透,換,去,一,合,桓,tʰuɑnh
2659,喚,火貫,曉,換,去,一,合,桓,huɑnh
2660,筭,蘇貫,心,換,去,一,合,桓,suɑnh
2661,縵,莫半,明,換,去,一,合,桓,muɑnh
2662,半,博慢,幫,換,去,一,合,桓,puɑnh
2663,判,普半,滂,換,去,一,合,桓,pʰuɑnh
2664,叛,薄半,並,換,去,一,合,桓,buɑnh
2665,偄,奴亂,泥,換,去,一,合,桓,nuɑnh
2666,攅,在玩,從,換,去,一,合,桓,dzuɑnh
2667,䥗,口喚,溪,換,去,一,合,桓,kʰuɑnh
2668,諫,古晏,見,諫,去,二,開,刪開,kanh
2669,鴈,五晏,疑,諫,去,二,開,刪開,ŋanh
2670,晏,烏澗,影,諫,去,二,開,刪開,ʔanh
2671,訕,所晏,生,諫,去,二,開,刪開,ʃanh
2672,骭,下晏,匣,諫,去,二,開,刪開,ɦanh
2673,慢,謨晏,明,諫,去,二,開,刪開,manh
2674,綰,烏患,影,諫,去,二,合,刪合,ʔuanh
2675,患,胡慣,匣,諫,去,二,合,刪合,ɦuanh
2676,慣,古患,見,諫,去,二,合,刪合,kuanh
2677,㝈,生患,生,諫,去,二,合,刪合,ʃuanh
2678,篡,初患,初,諫,去,二,合,刪合,tʃʰuanh
2679,薍,五患,疑,諫,去,二,合,刪合,ŋuanh
2680,輚,士諫,崇,諫,去,二,開,刪開,dʒanh
2681,襻,普患,滂,諫,去,二,開,刪開,pʰanh
2682,奻,女患,孃,諫,去,二,合,刪合,ɳuanh
2683,羼,初鴈,初,諫,去,二,開,刪開,tʃʰanh
2684,㬄,丑晏,徹,諫,去,二,開,刪開,ʈʰanh
2685,襇,古莧,見,襇,去,二,開,山開,kenh
2686,莧,侯襇,匣,襇,去,二,開,山開,ɦenh
2687,瓣,蒲莧,並,襇,去,二,開,山開,benh
2688,盼,匹莧,滂,襇,去,二,開,山開,pʰenh
2689,幻,胡辨,匣,襇,去,二,合,山合,ɦuenh
2690,蔄,亡莧,明,襇,去,二,開,山開,menh
2691,袒,丈莧,澄,襇,去,二,開,山開,ɖenh
2692,扮,晡幻,幫,襇,去,二,開,山開,penh
2693,鰥,古幻,見,襇,去,二,合,山合,kuenh
2694,霰,蘇佃,心,霰,去,四,開,先開,seinh
2695,蒨,倉甸,清,霰,去,四,開,先開,tsʰeinh
2696,絢,許縣,曉,霰,去,四,合,先合,hueinh
2697,縣,黃練,匣,霰,去,四,合,先合,ɦueinh
2698,睊,古縣,見,霰,去,四,合,先合,kueinh
2699,電,堂練,定,霰,去,四,開,先開,deinh
2700,瑱,他甸,透,霰,去,四,開,先開,tʰeinh
2701,練,郎甸,來,霰,去,四,開,先開,leinh
2702,見,古電,見,霰,去,四,開,先開,keinh
2703,晛,奴甸,泥,霰,去,四,開,先開,neinh
2704,俔,苦甸,溪,霰,去,四,開,先開,kʰeinh
2705,見,胡甸,匣,霰,去,四,開,先開,ɦeinh
2706,硯,吾甸,疑,霰,去,四,開,先開,ŋeinh
2707,宴,於甸,影,霰,去,四,開,先開,ʔeinh
2708,薦,作甸,精,霰,去,四,開,先開,tseinh
2709,麫,莫甸,明,霰,去,四,開,先開,meinh
2710,片,普麵,滂,霰,去,四,開,先開,pʰeinh
2711,荐,在甸,從,霰,去,四,開,先開,dzeinh
2712,䬼,烏縣,影,霰,去,四,合,先合,ʔueinh
2713,殿,都甸,端,霰,去,四,開,先開,teinh
2714,𩎌,呼甸,曉,霰,去,四,開,先開,heinh
2715,線,私箭,心,線,去,三,開,仙開,sienh
2716,戰,之膳,章,線,去,三,開,仙開,tɕienh
2717,繕,時戰,常,線,去,三,開,仙開,dʑienh
2718,彥,魚變,疑,線B,去,三,開,仙B開,ŋienh
2719,譴,去戰,溪,線A,去,三,開,仙A開,kʰienh
2720,絹,吉掾,見,線A,去,三,合,仙A合,kyenh
2721,瑗,王眷,云,線,去,三,合,仙合,ɦyenh
2722,面,彌箭,明,線A,去,三,開,仙A開,mienh
2723,釧,尺絹,昌,線,去,三,合,仙合,tɕʰyenh
2724,掾,以絹,以,線,去,三,合,仙合,jyenh
2725,𩥇,陟扇,知,線,去,三,開,仙開,ʈienh
2726,𤲬,人絹,日,線,去,三,合,仙合,ȵyenh
2727,箭,子賤,精,線,去,三,開,仙開,tsienh
2728,硟,昌戰,昌,線,去,三,開,仙開,tɕʰienh
2729,扇,式戰,書,線,去,三,開,仙開,ɕienh
2730,躽,於扇,影,線A,去,三,開,仙A開,ʔienh
2731,眷,居倦,見,線B,去,三,合,仙B合,kyenh
2732,倦,渠卷,羣,線B,去,三,合,仙B合,ɡyenh
2733,戀,力卷,來,線,去,三,合,仙合,lyenh
2734,猭,丑戀,徹,線,去,三,合,仙合,ʈʰyenh
2735,變,彼眷,幫,線B,去,三,開,仙B開,pienh
2736,𨏉,所眷,生,線,去,三,合,仙合,ʃyenh
2737,縓,七絹,清,線,去,三,合,仙合,tsʰyenh
2738,卞,皮變,並,線B,去,三,開,仙B開,bienh
2739,㳬,辝戀,邪,線,去,三,合,仙合,zyenh
2740,選,息絹,心,線,去,三,合,仙合,syenh
2741,籑,士戀,崇,線,去,三,合,仙合,dʒyenh
2742,孨,莊眷,莊,線,去,三,合,仙合,tʃyenh
2743,傳,直戀,澄,線,去,三,合,仙合,ɖyenh
2744,賤,才線,從,線,去,三,開,仙開,dzienh
2745,羨,似面,邪,線,去,三,開,仙開,zienh
2746,騗,匹戰,滂,線A,去,三,開,仙A開,pʰienh
2747,𢮨,時釧,常,線,去,三,合,仙合,dʑyenh
2748,輾,女箭,孃,線,去,三,開,仙開,ɳienh
2749,囀,知戀,知,線,去,三,合,仙合,ʈyenh
2750,衍,于線,以,線,去,三,開,仙開,jienh
2751,便,婢面,並,線A,去,三,開,仙A開,bienh
2752,邅,持碾,澄,線,去,三,開,仙開,ɖienh
2753,𤹨,連彦,來,線,去,三,開,仙開,lienh
2754,𥛁,區倦,溪,線B,去,三,合,仙B合,kʰyenh
2755,剸,之囀,章,線,去,三,合,仙合,tɕyenh
2756,徧,方見,幫,霰,去,四,開,先開,peinh
2757,嘯,蘇弔,心,嘯,去,四,開,蕭,seuh
2758,糶,他弔,透,嘯,去,四,開,蕭,tʰeuh
2759,弔,多嘯,端,嘯,去,四,開,蕭,teuh
2760,叫,古弔,見,嘯,去,四,開,蕭,keuh
2761,尿,奴弔,泥,嘯,去,四,開,蕭,neuh
2762,藋,徒弔,定,嘯,去,四,開,蕭,deuh
2763,竅,苦弔,溪,嘯,去,四,開,蕭,kʰeuh
2764,𩕐,力弔,來,嘯,去,四,開,蕭,leuh
2765,顤,五弔,疑,嘯,去,四,開,蕭,ŋeuh
2766,窔,烏叫,影,嘯,去,四,開,蕭,ʔeuh
2767,𢿿,火弔,曉,嘯,去,四,開,蕭,heuh
2768,𥬇,私妙,心,笑,去,三,開,宵,sieuh
2769,照,之少,章,笑,去,三,開,宵,tɕieuh
2770,燿,弋照,以,笑,去,三,開,宵,jieuh
2771,要,於𥬇,影,笑A,去,三,開,宵A,ʔieuh
2772,召,直照,澄,笑,去,三,開,宵,ɖieuh
2773,邵,寔照,常,笑,去,三,開,宵,dʑieuh
2774,嶠,渠廟,羣,笑B,去,三,開,宵B,ɡieuh
2775,剽,匹妙,滂,笑A,去,三,開,宵A,pʰieuh
2776,噍,才𥬇,從,笑,去,三,開,宵,dzieuh
2777,妙,彌𥬇,明,笑A,去,三,開,宵A,mieuh
2778,陗,七肖,清,笑,去,三,開,宵,tsʰieuh
2779,𤊽,力照,來,笑,去,三,開,宵,lieuh
2780,趬,丘召,溪,笑B,去,三,開,宵B,kʰieuh
2781,𧇠,牛召,疑,笑B,去,三,開,宵B,ŋieuh
2782,醮,子肖,精,笑,去,三,開,宵,tsieuh
2783,廟,眉召,明,笑B,去,三,開,宵B,mieuh
2784,驃,毗召,並,笑A,去,三,開,宵A,bieuh
2785,少,失照,書,笑,去,三,開,宵,ɕieuh
2786,朓,丑召,徹,笑,去,三,開,宵,ʈʰieuh
2787,裱,方廟,幫,笑B,去,三,開,宵B,pieuh
2788,翹,巨要,羣,笑A,去,三,開,宵A,ɡieuh
2789,饒,人要,日,笑,去,三,開,宵,ȵieuh
2790,效,胡敎,匣,效,去,二,開,肴,ɦauh
2791,敎,古孝,見,效,去,二,開,肴,kauh
2792,孝,呼敎,曉,效,去,二,開,肴,hauh
2793,罩,都敎,知,效,去,二,開,肴,ʈauh
2794,豹,北敎,幫,效,去,二,開,肴,pauh
2795,敲,苦敎,溪,效,去,二,開,肴,kʰauh
2796,皃,莫敎,明,效,去,二,開,肴,mauh
2797,奅,匹皃,滂,效,去,二,開,肴,pʰauh
2798,趠,丑敎,徹,效,去,二,開,肴,ʈʰauh
2799,稍,所敎,生,效,去,二,開,肴,ʃauh
2800,棹,直敎,澄,效,去,二,開,肴,ɖauh
