小韻次序,小韻,字次序,字,釋,IPA
677,鴞,2,𨚙,郷名在淯,ɦieu
678,喬,1,喬,髙也說文曰髙而曲也又虜姓前代録云匈奴貴姓喬氏代爲輔相巨嬌切十六,ɡieu
678,喬,2,橋,水梁也又姓出梁國後漢有太尉橋玄,ɡieu
678,喬,3,趫,善走又去遥切,ɡieu
678,喬,4,僑,寄也客也,ɡieu
678,喬,5,㝯,上同（僑‧寄也客也）,ɡieu
678,喬,6,鐈,似鼎長足,ɡieu
678,喬,7,鷮,雉名又音驕,ɡieu
678,喬,8,㠐,亦作嶠山銳而髙又其廟切,ɡieu
678,喬,9,毊,大磬又虚驕切,ɡieu
678,喬,10,轎,小車,ɡieu
678,喬,11,嬌,廣雅云禹妃之名又音驕,ɡieu
678,喬,12,蕎,蕎麥又音驕,ɡieu
678,喬,13,蟜,蠪蟜螘也蠪音龍,ɡieu
678,喬,14,蹻,驕也慢也又巨虐切,ɡieu
678,喬,15,𦒓,飛皃,ɡieu
678,喬,16,䀉,盂也,ɡieu
679,鍫,1,鍫,𦥛也亦作𠝡七遥切七,tsʰieu
679,鍫,2,鐰,上同（鍫‧𦥛也亦作𠝡七遥切七）,tsʰieu
679,鍫,3,篍,吹竹筩又音秋,tsʰieu
679,鍫,4,幧,斂髮謂之幧頭亦作幓,tsʰieu
679,鍫,5,㡑,上同（幧‧斂髮謂之幧頭亦作幓）,tsʰieu
679,鍫,6,𣟼,生麻,tsʰieu
679,鍫,7,𣖄,生麻,tsʰieu
680,妖,1,妖,妖豔也說文作𡝩巧也今從夭餘同於喬切五,ʔieu
680,妖,2,祅,祅災,ʔieu
680,妖,3,枖,說文云木[盛/少]皃詩云桃之枖枖本亦作夭,ʔieu
680,妖,4,訞,巧言皃,ʔieu
680,妖,5,夭,和舒之皃又乙矯切,ʔieu
681,蹻,1,蹻,舉足髙去遥切又其略切六,kʰieu
681,蹻,2,繑,說文云絝紐也,kʰieu
681,蹻,3,趬,行輕皃,kʰieu
681,蹻,4,蹺,揭足,kʰieu
681,蹻,5,䫞,額大皃又火幺切,kʰieu
681,蹻,6,㚠,長大皃又火條切,kʰieu
682,怊,1,怊,奢也尺招切又敕朝切二,tɕʰieu
682,怊,2,弨,弓弛皃詩云彤弓弨兮,tɕʰieu
683,爂,1,爂,說文曰火飛也周禮注云輕脃土地之輕脃也今作票同撫招切二十一,pʰieu
683,爂,2,漂,浮也亦作𣿖,pʰieu
683,爂,3,杓,北斗柄星,pʰieu
683,爂,4,𩙒,𩙒𩙂風吹皃,pʰieu
683,爂,5,嫖,身輕便皃,pʰieu
683,爂,6,旚,旌旗動皃,pʰieu
683,爂,7,犥,牛黃白色也又敷沼切,pʰieu
683,爂,8,鏢,刀劒鞘下飾也,pʰieu
683,爂,9,僄,輕也又匹妙切,pʰieu
683,爂,10,𪅃,鳥飛,pʰieu
683,爂,11,飄,飄颻,pʰieu
683,爂,12,慓,急也,pʰieu
683,爂,13,彯,彯彯長組之皃,pʰieu
683,爂,14,摽,字統云擊也,pʰieu
683,爂,15,𧽤,說文曰輕行也,pʰieu
683,爂,16,𨄏,上同（𧽤‧說文曰輕行也）,pʰieu
683,爂,17,翲,髙飛,pʰieu
683,爂,18,瞟,瞟睽明視,pʰieu
683,爂,19,螵,螵蛸,pʰieu
683,爂,20,嘌,疾吹之皃,pʰieu
683,爂,21,𦠎,𦠎𦟞腫欲潰也,pʰieu
684,翹,1,翹,舉也懸也危也又鳥尾也渠遥切六,ɡieu
684,翹,2,荍,草名今荆葵也,ɡieu
684,翹,3,𧄍,蓮𧄍草也,ɡieu
684,翹,4,嘺,不知,ɡieu
684,翹,5,䎗,側飛,ɡieu
684,翹,6,𤖻,几也,ɡieu
685,燎,1,燎,庭火也力昭切又力照切二,lieu
685,燎,2,髎,髖骨也又音聊,lieu
686,趫,1,趫,善走又縁木也起嚻切又巨憍切四,kʰieu
686,趫,2,憍,[憍/𢄹][紆/絝]也,kʰieu
686,趫,3,橇,蹋樀行又禹所乗也,kʰieu
686,趫,4,鞽,上同（橇‧蹋樀行又禹所乗也）,kʰieu
687,肴,1,肴,骨體也又葅也凡非穀而食曰肴亦啖也胡茅切十九,ɦau
687,肴,2,餚,上同（肴‧骨體也又葅也凡非穀而食曰肴亦啖也胡茅切十九）,ɦau
687,肴,3,崤,崤函山名在弘農,ɦau
687,肴,4,𦺔,茅根,ɦau
687,肴,5,殽,溷殽雜也和也亂也,ɦau
687,肴,6,洨,水名出常山又縣名在沛郡,ɦau
687,肴,7,筊,竹索,ɦau
687,肴,8,姣,姣婬,ɦau
687,肴,9,猇,虎聲又縣名在濟南又直[交/支]切,ɦau
687,肴,10,㮁,㮁桃梔子,ɦau
687,肴,11,爻,易卦六爻,ɦau
687,肴,12,淆,混淆濁水,ɦau
687,肴,13,笅,小簫一十六管,ɦau
687,肴,14,胶,字書云胶聲也,ɦau
687,肴,15,𨠦,沽也,ɦau
687,肴,16,䋂,黃色,ɦau
687,肴,17,倄,痛聲,ɦau
687,肴,18,㤊,快也,ɦau
687,肴,19,䂚,石名,ɦau
688,交,1,交,戾也共也合也領也古肴切二十二,kau
688,交,2,蛟,龍屬漢書曰武帝元封五年自於尋陽浮江親射蛟江中獲之,kau
688,交,3,茭,說文曰乾芻也又爾雅曰茭牛蘄郭璞云今馬蘄葉細銳似芹亦可食,kau
688,交,4,鵁,鵁鶄鳥,kau
688,交,5,膠,膠漆亦太學也又姓史記紂臣膠鬲,kau
688,交,6,鮫,魚名皮有文可飾刀,kau
688,交,7,咬,鳥聲,kau
688,交,8,郊,邑外曰郊,kau
688,交,9,䍊,樂器以土爲之雙相黏爲䍊也,kau
688,交,10,轇,轇轕戟形,kau
688,交,11,㶀,㶀㵧水皃,kau
688,交,12,䢒,說文㑹也,kau
688,交,13,敎,效也又古孝切,kau
688,交,14,䉰,竹圍索名,kau
688,交,15,𥹜,𥹜𥺝米餅,kau
688,交,16,摎,束也撓也又音留,kau
688,交,17,鉸,鉸刀又古卯切,kau
688,交,18,佼,交也又古卯切,kau
688,交,19,芁,秦艽藥名,kau
688,交,20,詨,誇語也又音哮,kau
688,交,21,嘐,詩云雞鳴嘐嘐,kau
688,交,22,𩎔,囊也,kau
689,巢,1,巢,說文曰鳥在木上曰巢在穴曰窠爾雅曰大笙謂之巢又縣名在廬江亦姓有巢氏之後左傳楚有巢牛臣鉏交切八,dʒau
689,巢,2,轈,兵車[-/髙]若巢以望敵也,dʒau
689,巢,3,勦,輕捷也又子小切,dʒau
689,巢,4,𡻝,山髙皃,dʒau
689,巢,5,𣝞,蒜束,dʒau
689,巢,6,樔,說文曰澤中守艸樓,dʒau
689,巢,7,𡏮,地名在聊城,dʒau
689,巢,8,鄛,郷名在南[郡/陽],dʒau
690,鐃,1,鐃,鐃似[鈐/鈴]無舌女交切九,ɳau
690,鐃,2,呶,喧呶,ɳau
690,鐃,3,譊,爭也又恚呼也,ɳau
690,鐃,4,怓,心亂,ɳau
690,鐃,5,䴃,鳭䴃鳥名也鳭音嘲,ɳau
690,鐃,6,𣳦,𣳦沙藥名,ɳau
690,鐃,7,𥗰,上同（𣳦‧𣳦沙藥名）,ɳau
690,鐃,8,𡽧,𡽧[捽/崒]也,ɳau
690,鐃,9,㺜,犬多毛又[力/奴]刀切,ɳau
691,梢,1,梢,船舵尾也又枝梢也所交切十七,ʃau
691,梢,2,捎,蒲捎良馬名也亦芟也又音宵,ʃau
691,梢,3,髾,髮尾,ʃau
691,梢,4,輎,兵車,ʃau
691,梢,5,旓,旌旗旒也,ʃau
691,梢,6,弰,弓弰,ʃau
691,梢,7,䈰,飯帚,ʃau
691,梢,8,筲,斗筲竹器,ʃau
691,梢,9,鞘,鞭鞘,ʃau
691,梢,10,蛸,蠨蛸喜子,ʃau
691,梢,11,鮹,海魚形如鞕鞘,ʃau
691,梢,12,䘯,衣袵,ʃau
691,梢,13,綃,帆維又音宵,ʃau
691,梢,14,颵,風聲,ʃau
691,梢,15,莦,說文惡草皃又音消,ʃau
691,梢,16,娋,小娋偷也,ʃau
691,梢,17,𡡏,齊人呼𡛷,ʃau
692,茅,1,茅,草名左氏傳曰前茅慮無明又姓史記秦有茅焦莫交切八,mau
692,茅,2,蝥,螌蝥蟲名,mau
692,茅,3,貓,又武瀌切,mau
692,茅,4,犛,牛名又力之切,mau
692,茅,5,罞,麋罟也,mau
692,茅,6,鶜,鶜鴟鳥也,mau
692,茅,7,描,打也出玉篇,mau
692,茅,8,媌,美好皃,mau
693,虓,1,虓,虎聲許交切十六,hau
693,虓,2,猇,上同（虓‧虎聲許交切十六）,hau
693,虓,3,髇,髇箭,hau
693,虓,4,藃,禾傷肥又音嚻,hau
693,虓,5,穘,上同（藃‧禾傷肥又音嚻）,hau
693,虓,6,窙,髙氣,hau
693,虓,7,嗃,嗃謈恚也,hau
693,虓,8,䬘,風䬘䬘也,hau
693,虓,9,哮,哮闞,hau
693,虓,10,庨,庨豁宫殿形狀,hau
693,虓,11,灱,乾也又熱也,hau
693,虓,12,涍,水名在[-/河]南郡,hau
693,虓,13,嘐,誇語也,hau
693,虓,14,顤,䫜顤胡人面也,hau
693,虓,15,𩾾,鴟𩾾似鳧腳近後不能行,hau
693,虓,16,㹲,豕驚,hau
694,包,1,包,包裹亦姓楚大夫申包胥之後後漢有大鴻臚包咸布交切五,pau
694,包,2,胞,胞胎又匹交切,pau
694,包,3,枹,爾雅注曰樹木叢生枝節盤結詩云枹有三枿又楊枹菜,pau
694,包,4,苞,叢生也豐也茂也又苞筍又姓,pau
694,包,5,勹,包也象曲身皃,pau
695,胞,1,胞,胞胎匹交切九,pʰau
695,胞,2,𨚔,邑名說文布交切地名,pʰau
695,胞,3,䍖,覆車網也又縛謀切,pʰau
695,胞,4,脬,腹中水府,pʰau
695,胞,5,拋,拋擲,pʰau
695,胞,6,泡,水上浮漚說文曰水出山陽平樂東北入泗又音庖,pʰau
695,胞,7,𠐋,盛也,pʰau
695,胞,8,𢿏,擊也,pʰau
695,胞,9,𦫶,藥名,pʰau
696,敲,1,敲,擊頭也口交切十一,kʰau
696,敲,2,跤,脛骨近足細處,kʰau
696,敲,3,骹,上同（跤‧脛骨近足細處）,kʰau
696,敲,4,膠,[膠/𥉾]面不平也,kʰau
696,敲,5,㤍,㤍㤉伏態皃,kʰau
696,敲,6,磽,石地,kʰau
696,敲,7,䂭,䂭磝[城/戍]名今濟州是也出音譜,kʰau
696,敲,8,礉,上同（䂭‧䂭磝[城/戍]名今濟州是也出音譜）,kʰau
696,敲,9,鄗,邑名又杜預云山名在滎陽縣西北又音郝,kʰau
696,敲,10,墝,墝埆瘠土,kʰau
696,敲,11,頝,頝䫜頭不媚也,kʰau
697,聱,1,聱,不聽也五交切又五勞語彪二切四,ŋau
697,聱,2,謷,不肖也又五勞切,ŋau
697,聱,3,磝,䂭磝,ŋau
697,聱,4,𢿣,蒼頡篇云擊也,ŋau
698,𦗔,1,𦗔,耳中聲側交切五,tʃau
698,𦗔,2,罺,抄網,tʃau
698,𦗔,3,抓,抓掐,tʃau
698,𦗔,4,𠿈,小兒聲,tʃau
698,𦗔,5,摷,擊也,tʃau
699,嘲,1,嘲,言相調也陟交切五,ʈau
699,嘲,2,䞴,䞴趟跳躍趟竹[窅/盲]切,ʈau
699,嘲,3,啁,說文曰啁嘐也,ʈau
699,嘲,4,鳭,鳭䴃黃鳥,ʈau
699,嘲,5,鵃,鶻鵃似山鵲而小短尾至春多聲,ʈau
700,䜈,1,䜈,代人說也楚交切六,tʃʰau
700,䜈,2,抄,略也又初敎切,tʃʰau
700,䜈,3,鈔,上同（抄‧略也又初敎切）,tʃʰau
700,䜈,4,𦾱,𦾱取,tʃʰau
700,䜈,5,訬,健也,tʃʰau
700,䜈,6,䰫,疾皃,tʃʰau
701,庖,1,庖,食廚也薄交切十七,bau
701,庖,2,咆,咆虓熊虎聲,bau
701,庖,3,匏,瓠也可爲笙竽,bau
701,庖,4,炮,合毛炙[物/肉]也一曰裹物燒,bau
701,庖,5,炰,上同（炮‧合毛炙[物/肉]也一曰裹物燒）,bau
701,庖,6,鉋,鉋刷,bau
701,庖,7,瓟,似瓠可爲飮器,bau
701,庖,8,麃,獸名似鹿,bau
701,庖,9,掊,手掊,bau
701,庖,10,颮,風聲,bau
701,庖,11,鞄,鞄皮說文云柔革工也,bau
701,庖,12,狍,獸名羊身人面目在腋下,bau
701,庖,13,跑,足跑地也,bau
701,庖,14,捊,引取亦作抱,bau
701,庖,15,尥,牛脛相交也又力釣切,bau
701,庖,16,泡,水名又匹交切,bau
701,庖,17,㯡,赤黒之漆,bau
702,䫜,1,䫜,頭凹也於交切九,ʔau
702,䫜,2,㕭,㕭咋多聲,ʔau
702,䫜,3,坳,地不平也,ʔau
702,䫜,4,窅,深目皃又烏了切,ʔau
702,䫜,5,軪,軪軋奇皃又車聲也,ʔau
702,䫜,6,眑,面目不平又於糾切,ʔau
702,䫜,7,咬,滛聲,ʔau
702,䫜,8,梎,梎柌鐮柄,ʔau
702,䫜,9,𠣑,目深,ʔau
703,䫸,1,䫸,熱風敕交切二,ʈʰau
703,䫸,2,嘮,嘮呶讙也,ʈʰau
704,顟,1,顟,顤顟胡人面狀力嘲切四,lau
704,顟,2,𠐋,盛也,lau
704,顟,3,窌,深空之皃,lau
704,顟,4,賿,謎語云錢又力絞切,lau
705,䄻,1,䄻,禾穭生直交切穭音吕一,ɖau
706,豪,1,豪,豪俠說文曰豕鬣如筆管者亦州名屬九江郡古鍾離國與吳爭桑而滅隋改爲州山海經云渠猪之山多豪魚赤尾赤喙有羽胡刀切十三,ɦɑu
706,豪,2,號,大呼也又哭也詩云或號或呼易云先號咷而後𥬇又乎到切,ɦɑu
706,豪,3,毫,長毛,ɦɑu
706,豪,4,噑,熊虎聲,ɦɑu
706,豪,5,獋,上同（噑‧熊虎聲）,ɦɑu
706,豪,6,濠,城濠又水名,ɦɑu
706,豪,7,壕,上同（濠‧城濠又水名）,ɦɑu
706,豪,8,𩕍,𩕯𩕍大面皃𩕯音刀,ɦɑu
706,豪,9,𣘫,木名,ɦɑu
706,豪,10,崤,山名在弘農又胡交切,ɦɑu
706,豪,11,𨚙,郷名在南陽,ɦɑu
706,豪,12,𠢕,俊健,ɦɑu
706,豪,13,𨼍,𨼍壑,ɦɑu
707,髙,1,髙,上也崇也逺也敬也又姓齊太公之後食采於髙因氏焉出渤海漁陽遼東廣陵河南五望又漢複姓髙堂氏出泰山古勞切二十一,kɑu
707,髙,2,膏,脂也元命包曰膏者神之液也又澤也肥也,kɑu
707,髙,3,臯,髙也局也澤也詩云鶴鳴九皐言九折澤也又姓皐陶之後左傳有越大夫皐如,kɑu
707,髙,4,皋,上同（臯‧髙也局也澤也詩云鶴鳴九皐言九折澤也又姓皐陶之後左傳有越大夫皐如）,kɑu
707,髙,5,羔,羊子,kɑu
707,髙,6,餻,餻糜,kɑu
707,髙,7,𡼗,𡼗㟉古亭,kɑu
707,髙,8,櫜,韜也一曰車上囊,kɑu
707,髙,9,咎,皐陶舜臣古作咎繇,kɑu
707,髙,10,鼛,役事車鼓長丈二尺詩曰鼓鐘伐鼛傳云鼛大鼓也,kɑu
707,髙,11,鷱,𪁜鷱鳥名,kɑu
707,髙,12,篙,進船竿,kɑu
707,髙,13,橰,桔槹,kɑu
707,髙,14,𧢌,見也,kɑu
707,髙,15,䔌,葛之白花,kɑu
707,髙,16,㤒,[知也局也/局知也],kɑu
707,髙,17,䆁,[䆁/𥢐]今之餹䬾曰[䆁/𥢐],kɑu
707,髙,18,𣓌,木名,kɑu
707,髙,19,倃,毀也,kɑu
707,髙,20,䓘,白䓘草食之不𩚑,kɑu
707,髙,21,𨝲,郷名在范陽,kɑu
708,勞,1,勞,倦也勤也病也又姓後漢有琅邪勞丙魯刀切二十二,lɑu
708,勞,2,澇,水名在京兆又郎到切,lɑu
708,勞,3,牢,養牛馬圈亦堅也固也又蒲牢獸名又姓孔子弟子琴牢之後漢石顯之黨有牢梁,lɑu
708,勞,4,窂,上同（牢‧養牛馬圈亦堅也固也又蒲牢獸名又姓孔子弟子琴牢之後漢石顯之黨有牢梁）,lɑu
708,勞,5,簩,竹名一枝百葉有毒,lɑu
708,勞,6,䝁,野豆,lɑu
708,勞,7,𧰉,上同（䝁‧野豆）,lɑu
708,勞,8,蟧,小蟬一曰虭蟧蟪蛄也,lɑu
708,勞,9,醪,濁酒,lɑu
708,勞,10,撈,取也,lɑu
708,勞,11,㟉,𡼗㟉,lɑu
708,勞,12,㗦,㗦嘈聲也,lɑu
708,勞,13,髝,髝髞髙皃,lɑu
708,勞,14,憥,苦心皃,lɑu
708,勞,15,𦗖,耳鳴又力彫切,lɑu
708,勞,16,䜮,𧯌䜮深谷皃,lɑu
708,勞,17,𨦭,𨦭鑪錍也,lɑu
708,勞,18,𤩂,玉名,lɑu
708,勞,19,嫪,妬也又力報切,lɑu
708,勞,20,哰,囒哰撦挐,lɑu
708,勞,21,𣘪,木名,lɑu
708,勞,22,簝,宗廟盛肉竹器又音寮,lɑu
709,蒿,1,蒿,蓬蒿又姓出姓苑呼毛切七,hɑu
709,蒿,2,𧯌,𧯌䜮深谷皃,hɑu
709,蒿,3,撓,攪也又奴巧切,hɑu
709,蒿,4,薧,死人里又音考,hɑu
709,蒿,5,薅,除田草也茠,hɑu
709,蒿,6,茠,[同上（薅‧除田草也茠）],hɑu
709,蒿,7,𣐾,[𣐾/𢫩]並上同（茠‧[同上（薅‧除田草也茠）]）,hɑu
710,毛,1,毛,說文曰眉髮[-/之屬]及獸毛也亦姓本自周武王母弟毛公後以爲氏本居鉅鹿避讎滎陽也莫袍切一十,mɑu
710,毛,2,髦,髦鬣也髦俊也,mɑu
710,毛,3,芼,菜也又音耄,mɑu
710,毛,4,𣹪,水名出諸與山,mɑu
710,毛,5,旄,旄鉞書曰武王右秉白旄史記曰昴星曰旄頭星徐[援/爰]釋疑曰乗輿黃麾内羽仗班弓箭左罼右䍐執罼者冠熊皮冠謂之髦頭也,mɑu
710,毛,6,氂,犛牛尾也犛音猫,mɑu
710,毛,7,楙,冬桃,mɑu
710,毛,8,枆,上同（楙‧冬桃）,mɑu
710,毛,9,酕,酕醄醉也,mɑu
710,毛,10,堥,前髙後下丘名,mɑu
711,饕,1,饕,貪財曰饕土刀切二十八,tʰɑu
711,饕,2,洮,水名出西羌又淸汰也,tʰɑu
711,饕,3,韜,藏也寬也說文曰劒衣也,tʰɑu
711,饕,4,縚,上同（韜‧藏也寬也說文曰劒衣也）,tʰɑu
711,饕,5,謟,疑也,tʰɑu
711,饕,6,滔,漫也又水流皃,tʰɑu
711,饕,7,叨,叨濫,tʰɑu
711,饕,8,弢,弓衣,tʰɑu
711,饕,9,𩥓,馬行皃,tʰɑu
711,饕,10,㹗,牛羊無子又昌來切,tʰɑu
711,饕,11,𤘸,牛行遟皃,tʰɑu
711,饕,12,慆,恱樂,tʰɑu
711,饕,13,絛,編絲繩也,tʰɑu
711,饕,14,幍,上同（絛‧編絲繩也）,tʰɑu
711,饕,15,𠌪,目通白也,tʰɑu
711,饕,16,槄,木名爾雅云槄山榎今山楸也,tʰɑu
711,饕,17,蜪,爾雅曰蝝蝮蜪郭璞曰蝗子未有翅者又音陶,tʰɑu
711,饕,18,夲,說文曰進趣也从大十大十者猶兼十人也,tʰɑu
711,饕,19,𠦎,上同（夲‧說文曰進趣也从大十大十者猶兼十人也）,tʰɑu
711,饕,20,綢,爾雅曰素錦綢杠郭璞曰以白地錦韜旗之竿又音紬,tʰɑu
711,饕,21,搯,搯捾周書云師乃搯捾捾烏活切,tʰɑu
711,饕,22,翢,羽葆幢又徒刀切,tʰɑu
711,饕,23,瑫,玉名,tʰɑu
711,饕,24,𠬢,𠬢滑也又𦝫鼓大頭名,tʰɑu
711,饕,25,䈱,牛𥴧,tʰɑu
711,饕,26,𠚜,古器,tʰɑu
711,饕,27,詜,詜䛬言不節,tʰɑu
711,饕,28,挑,挑達往來相見皃詩曰挑兮達兮又條了切,tʰɑu
712,刀,1,刀,釋名曰刀到也以斬伐到其所也說文云兵也都牢切七,tɑu
712,刀,2,魛,魚名,tɑu
712,刀,3,忉,憂心皃,tɑu
712,刀,4,裯,說文曰祗裯短衣又直流切襌被也,tɑu
712,刀,5,舠,小船,tɑu
712,刀,6,𩕯,𩕯𩕍大面皃,tɑu
712,刀,7,朷,木心,tɑu
713,騷,1,騷,愁也蘇遭切十三,sɑu
713,騷,2,搔,瓟刮,sɑu
713,騷,3,缫,繹繭爲絲,sɑu
713,騷,4,繰,上同（缫‧繹繭爲絲）俗又作縿縿本音衫,sɑu
713,騷,5,臊,腥臊,sɑu
713,騷,6,鰠,魚名,sɑu
713,騷,7,溞,淅米,sɑu
713,騷,8,颾,風聲,sɑu
713,騷,9,鱢,鯹臭,sɑu
713,騷,10,㮴,說文曰船緫名也亦作㮴,sɑu
713,騷,11,䑹,上同（㮴‧說文曰船緫名也亦作㮴）亦作艘,sɑu
713,騷,12,𠋺,驕也,sɑu
713,騷,13,慅,恐懼,sɑu
714,袍,1,袍,長襦也薄襃切三,bɑu
714,袍,2,袌,上同（袍‧長襦也薄襃切三）,bɑu
714,袍,3,軳,戾也又車軫也,bɑu
715,襃,1,襃,進揚美也說文作𧛙衣博裾也又姓禹後因國爲氏博毛切四,pɑu
715,襃,2,褒,俗（襃‧進揚美也說文作𧛙衣博裾也又姓禹後因國爲氏博毛切四）,pɑu
715,襃,3,𠅬,吳主四子字名盟也,pɑu
715,襃,4,𨚔,地名,pɑu
716,陶,1,陶,陶甄尸子曰夏桀臣昆吾作陶周書神農作瓦器又陶正官名齊職儀曰左右甄官署掌塼瓦之作也又喜也正也化也亦姓陶唐之後今出丹陽徒刀切二十五,dɑu
716,陶,2,䛬,詜䛬言不節說文曰往來言也一曰小兒未能正言也一曰祝也,dɑu
716,陶,3,䛌,上同（䛬‧詜䛬言不節說文曰往來言也一曰小兒未能正言也一曰祝也）,dɑu
716,陶,4,咷,號咷,dɑu
716,陶,5,桃,果木名鄴中記石虎苑中有句鼻桃重二斤又姓何氏姓苑云今西陽人後趙石勒將有桃豹,dɑu
716,陶,6,綯,爾雅曰綯絞也謂糾絞繩索也,dɑu
716,陶,7,燾,覆燾也又徒到切,dɑu
716,陶,8,逃,去也避也亡也,dɑu
716,陶,9,鼗,大者謂之麻小者謂之料又小鼓著柄者鞀,dɑu
716,陶,10,鞀,並上同（鼗‧大者謂之麻小者謂之料又小鼓著柄者鞀）,dɑu
716,陶,11,鞉,並上同（鞀‧並上同（鼗‧大者謂之麻小者謂之料又小鼓著柄者鞀））,dɑu
716,陶,12,濤,波濤,dɑu
716,陶,13,掏,掏擇,dɑu
716,陶,14,檮,春秋傳云檮杌杜預曰凶頑無儔匹之皃,dɑu
716,陶,15,騊,說文曰騊駼北野之良馬又山海經曰北海有獸狀如馬名騊駼,dɑu
716,陶,16,萄,蒲萄,dɑu
716,陶,17,翿,纛也亦作翢舞者所執也又音導,dɑu
716,陶,18,䬞,大風,dɑu
716,陶,19,匋,養也,dɑu
716,陶,20,啕,多言,dɑu
716,陶,21,翢,羽葆幢六音𠬢,dɑu
716,陶,22,錭,錭鈍也,dɑu
716,陶,23,駣,馬四歳也,dɑu
716,陶,24,蜪,蝗子,dɑu
716,陶,25,裪,𧝃裪衣袖,dɑu
717,糟,1,糟,粕也作曹切九,tsɑu
717,糟,2,𦵩,上同（糟‧粕也作曹切九）,tsɑu
717,糟,3,醩,俗（𦵩‧上同（糟‧粕也作曹切九））,tsɑu
717,糟,4,遭,遭逢,tsɑu
717,糟,5,㷮,火餘木也,tsɑu
717,糟,6,槽,果華實相半也又才刀切,tsɑu
717,糟,7,傮,終也,tsɑu
717,糟,8,𣩒,上同（傮‧終也）,tsɑu
717,糟,9,㡟,藉也,tsɑu
718,敖,1,敖,游也說文作𢾕亦姓顓頊大敖之後或作遨五勞切二十五,ŋɑu
718,敖,2,遨,上同（敖‧游也說文作𢾕亦姓顓頊大敖之後或作遨五勞切二十五）,ŋɑu
718,敖,3,翺,翶翔,ŋɑu
718,敖,4,聱,不聽又五交切,ŋɑu
718,敖,5,驁,駿馬,ŋɑu
718,敖,6,熬,煎也,ŋɑu
718,敖,7,嶅,山多小石,ŋɑu
718,敖,8,獒,犬髙四尺,ŋɑu
718,敖,9,滶,水名出南陽魯陽縣,ŋɑu
718,敖,10,蔜,繁縷蔓生或曰雞腸草也,ŋɑu
718,敖,11,鷔,不祥鳥白[首/身]赤口也,ŋɑu
718,敖,12,鼇,海中大[鼇/鼈],ŋɑu
718,敖,13,螯,蟹屬,ŋɑu
718,敖,14,謷,不[省/肖]語也又哭不止悲,ŋɑu
718,敖,15,嗸,衆口愁也,ŋɑu
718,敖,16,嗷,上同（嗸‧衆口愁也）,ŋɑu
718,敖,17,䫨,髙頭也,ŋɑu
718,敖,18,𢧴,戟鋒,ŋɑu
718,敖,19,摮,擊皃,ŋɑu
718,敖,20,嫯,慢也,ŋɑu
718,敖,21,䦋,長大皃,ŋɑu
718,敖,22,𣘢,船接頭木,ŋɑu
718,敖,23,𦪈,上同（𣘢‧船接頭木）,ŋɑu
718,敖,24,𩪕,蟹大腳也,ŋɑu
718,敖,25,鰲,魚名,ŋɑu
719,曹,1,曹,曹局也又輩也衆也群也亦州名蓋取古國以名之又姓本自顓頊𤣥孫陸終之子六安是爲曹姓周武王封曹挾於邾故邾曹姓也魏武作家傳自云曹叔振鐸之後周武王封母弟振鐸於曹後以國爲氏出譙國彭城髙平鉅鹿四望昨勞切十四,dzɑu
719,曹,2,𣍘,古文（曹‧曹局也又輩也衆也群也亦州名蓋取古國以名之又姓本自顓頊𤣥孫陸終之子六安是爲曹姓周武王封曹挾於邾故邾曹姓也魏武作家傳自云曹叔振鐸之後周武王封母弟振鐸於曹後以國爲氏出譙國彭城髙平鉅鹿四望昨勞切十四）,dzɑu
719,曹,3,槽,馬槽,dzɑu
719,曹,4,螬,蠐螬蟲,dzɑu
719,曹,5,嘈,喧嘈,dzɑu
719,曹,6,鐰,鐵剛折也,dzɑu
719,曹,7,䄚,祭豕先也,dzɑu
719,曹,8,艚,船艚,dzɑu
719,曹,9,䏆,耳鳴,dzɑu
719,曹,10,𩫥,髙也,dzɑu
719,曹,11,䐬,䐬脃,dzɑu
719,曹,12,蓸,草名,dzɑu
719,曹,13,漕,衞邑名又水運曰漕又昨到切,dzɑu
719,曹,14,褿,帬也,dzɑu
720,𤏶,1,𤏶,埋物灰中令熟於刀切三,ʔɑu
720,𤏶,2,䥝,銅瓫說文云温器也,ʔɑu
720,𤏶,3,鏖,上同（䥝‧銅瓫說文云温器也）,ʔɑu
721,猱,1,猱,猴也奴刀切八,nɑu
721,猱,2,㺜,長毛犬又音鐃,nɑu
721,猱,3,𤣜,上同（㺜‧長毛犬又音鐃）,nɑu
721,猱,4,巎,山名,nɑu
721,猱,5,嶩,平嶩山名在齊出地理志,nɑu
721,猱,6,峱,上同（嶩‧平嶩山名在齊出地理志）,nɑu
721,猱,7,𤫕,玉名,nɑu
721,猱,8,獿,獸名,nɑu
722,尻,1,尻,說文𦞠也苦刀切二,kʰɑu
722,尻,2,訄,戲言,kʰɑu
723,操,1,操,操持七刀切又七到切四,tsʰɑu
723,操,2,幧,所以裹髻又七摇切[𢿾/𢿾],tsʰɑu
723,操,3,𢻥,平持,tsʰɑu
723,操,4,㡟,藉也,tsʰɑu
724,㯱,1,㯱,囊張大皃普袍切四,pʰɑu
724,㯱,2,藨,醋莓可食,pʰɑu
724,㯱,3,䫽,䛢詆,pʰɑu
724,㯱,4,㲏,退言,pʰɑu
